1,5881,5881,5881,5881,5881,5881,5881,1
5881,5881,2744,2744,2917,2744,2744,5881,5881
5881,2744,2744,2744,2744,2744,2744,2744,5881
5881,2744,54,54,54,54,54,2744,5881
5881,54,54,4782,2828,4782,54,54,5881
5881,54,4782,54,3940,54,4782,54,5881
5881,5881,54,54,54,54,54,5881,5881
2744,5881,5881,54,54,54,5881,5881,2744
2744,2744,5881,5881,5881,5881,5881,2744,2744
1,2744,2744,2744,2744,2744,2744,2744,1
1,1,2744,2744,2589,2744,2744,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
5881,5881,5881,5881,5881,5881,5881,1,1
5881,2744,1012,1012,1012,2744,5881,1,1
5881,1696,2744,2744,2744,2744,5881,1,1
5881,360,153,54,54,153,5881,1,1
5881,1313,1313,1313,1313,1313,5881,1,1
5881,375,375,375,375,375,5881,1,1
5881,54,54,54,54,54,5881,1,1
5881,5881,5881,5881,5881,5881,5881,1,1
2744,2744,2744,2744,2744,2744,2744,1,1
2744,2744,2744,2589,2744,2744,2744,1,1
