1,1,1,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,1
1,1,1,5222,5579,5579,5579,5579,5579,5579,5579,5579,5579,5579,5579,5579,5579,5579,5579,5222,1
1,1,1,5222,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5222,1
1,5222,5222,5222,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5222,5222
5222,5222,5579,5579,30,30,5222,5222,5222,5222,5222,5222,5222,5222,30,5222,5222,5222,30,5579,5222
5222,5579,5404,5404,30,30,5579,5579,5579,5579,5579,5579,5579,5222,30,5579,5222,5579,30,5404,5222
5222,5404,30,30,30,30,5404,5404,5404,5404,5404,5404,5404,5222,30,5404,5222,5404,30,30,5222
5222,30,30,30,30,30,30,30,30,30,30,30,30,5222,30,30,5222,30,30,30,5222
5222,5411,5222,30,30,30,5222,5222,5222,5222,30,5611,30,5222,30,30,5222,30,30,30,5222
5222,5032,5222,30,30,30,5579,5579,5579,5222,30,5512,30,5222,5222,30,5222,30,30,30,5222
5222,5222,5222,5222,5222,30,5404,5404,5404,5222,30,30,30,5222,5579,30,5222,3670,30,30,5222
5222,5579,5579,5579,5222,30,30,30,30,5222,5222,5222,5222,5222,5404,30,5222,5222,5222,5222,5222
5222,5404,5404,5404,5222,5222,5222,5222,5222,5222,5579,5579,5579,5222,30,30,5579,5579,5222,5222,5222
1,1,1,1,5579,5579,5579,5579,5579,5579,5404,5404,5404,5222,30,30,5404,5404,5222,5222,5222
1,1,1,1,5404,5404,5404,5404,5404,5404,1,1,1,5222,30,30,30,30,5222,1,5222
1,1,1,1,1,1,1,1,1,1,1,1,1,5222,5222,5222,5222,30,5579,4982,5222
1,1,1,1,1,1,1,1,1,1,1,1,1,5579,5579,5579,5222,30,5404,5377,5222
1,1,1,1,1,1,1,1,1,1,1,1,1,5404,5404,5404,5222,30,30,30,5222
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5222,5222,5222,5222,5222
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5579,5579,5579,5579,5579
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5404,5404,5404,5404,5404
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
