1,1,1,1,1,1,1,1,1,1,2656,2636,2834,2426,2759,2694,2694,2591,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2656,2834,254,2307,254,2834,2694,2591,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2792,254,122,1249,122,373,2834,2591,1,1,1,1,1,1,1,1,1,1
5972,5972,5972,5971,5971,12,1,5971,12,5972,553,122,1249,1249,1249,122,553,5972,5971,5971,5971,5971,5971,5971,5972,5972,5972,1
1251,1249,1247,415,415,28,1,415,28,415,2117,1247,1249,1249,1249,1247,710,415,415,415,415,415,415,415,1247,1249,1247,5
553,1247,553,5,1,1,1,1,1,1,553,553,1250,1249,1247,553,553,5,1,1,1,1,1,1,553,1249,553,5
373,1323,254,5,1,1,1,1,1,1,373,373,553,1247,553,373,373,5,1,1,1,1,1,1,373,1486,254,5
3049,1566,1112,5,1,1,1,1,1,1,752,3049,373,553,373,1112,3049,5,1,1,1,1,1,1,3049,1486,1112,5997
1,1273,2591,1,1,1,1,1,1,1,1,1,752,373,1112,5,1,1,1,1,1,1,1,1,1,1487,2591,1
1,669,2591,1,1,1,1,1,1,1,1,1,1,752,5,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,5971,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,669,2591,1,1,1,1,1,1,1,2554,2554,2554,1,1,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,5971,27,1,1,1,1,1,1,2554,2694,2636,2636,2554,1,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,1273,2591,1,1,1,1,1,1,2792,2636,2834,2694,2834,2591,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,1273,2591,1,1,1,1,1,1,373,2792,553,2792,254,5,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,1273,2591,1,1,1,1,1,1,2450,373,553,373,122,5,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,1273,2591,1,1,1,1,1,1,1251,122,1249,122,1247,5,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,669,2591,1,1,1,1,1,1,553,1247,1248,1247,553,5,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,1,1,1,1,1,1,1,1,553,553,1323,553,553,5,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,1,1,1,1,1,1,1,1,553,553,1323,553,553,5,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,1,1,1,1,1,1,1,1,553,553,1323,553,553,5,1,1,1,1,1,1,1,1,1,1,1487,2591,1
1,1,1,1,1,1,1,1,1,373,553,1323,553,373,5,1,1,1,1,1,1,1,1,1,5971,1268,5972,1
1,1,1,1,1,1,1,1,1,752,373,1323,254,3049,5,1,1,1,1,1,1,1,1,5972,1326,1251,813,5972
1,1,1,1,1,1,1,1,1,1,752,1323,1112,5,1,1,1,1,1,1,1,1,1,1251,1249,2170,1249,2062
1,1,1,1,1,1,1,1,1,1,1,1837,2591,1,1,1,1,1,1,1,1,1,1,228,1249,2974,1249,2062
1,1,1,1,1,1,1,1,1,1,1,669,2591,1,1,1,1,1,1,1,1,1,1,1326,1251,1248,1249,1326
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,553,1326,1326,1251,553
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,373,553,553,553,373
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3049,373,373,373,3049
