3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448
3448,3448,4382,4382,4382,3448,4382,4382,4382,3448,4382,4382,4382,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448
3448,3448,3415,3415,3415,3448,3415,3415,3415,3448,3415,3415,3415,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,1
3448,3448,3415,3415,3415,3448,3415,3415,3415,3448,3415,3415,3415,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,4975
3448,5640,4176,4176,4176,5640,4176,4176,4176,5640,4176,4176,4176,5640,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,5441
3448,5623,4176,4176,4176,5623,4176,4176,4176,5623,4176,4176,4176,5623,3448,3448,3448,3448,5640,5640,5640,5640,5640,5640,2373
3448,4382,3415,3415,3415,4382,3415,3415,3415,4382,3415,3415,3415,4382,3448,3448,3448,3448,5623,5623,5623,5623,5623,5623,2373
3448,3415,3415,3448,3448,3448,3448,3448,3448,3448,5442,3448,3448,3448,3448,3448,3448,3448,2373,2373,2373,2373,2373,2373,2373
3448,3415,3415,3448,3448,3448,3448,3448,3448,3448,5372,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,2373,3448,3448
3448,3415,3415,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,2373,3448,5640
3448,3415,3415,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,2373,3448,5623
3448,3415,3415,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,2373,3448,1
3448,3415,3415,5640,5640,5640,5269,5269,5269,5640,5640,5640,5640,5640,5269,5269,5269,5640,5640,5640,5640,5640,2373,3448,1
3448,3415,3415,5623,5623,5623,5269,4221,5269,5623,5623,5623,5623,5623,5269,4221,5269,5623,5623,5623,5623,5623,2373,3448,1
3448,3415,3415,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,3448,1
3448,3415,3415,2373,4382,2373,4382,4382,4382,2373,4382,4382,4382,2373,4382,4382,4382,2373,4382,4382,4382,4382,2373,3448,1
3448,3415,3415,5442,3415,2373,3415,3415,3415,2373,3415,3415,3415,2373,3415,3415,3415,2373,3415,3415,3415,3415,2373,3448,1
3448,3415,3415,4382,3415,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,3448,1
3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,1
