5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
5011,5011,5011,5011,4986,195,195,4988,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
5011,5011,5011,5011,4986,5150,5150,4988,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
5011,5011,5014,195,195,5150,5150,195,195,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
5011,5014,528,1287,1287,5150,1287,1287,1287,713,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
4986,528,5150,1287,5538,5327,5327,5461,1287,1287,713,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
4986,1287,1287,1287,5260,5011,5011,5014,1287,5150,1287,4988,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
4986,1287,1287,1287,713,2518,2518,528,1287,1287,1287,4988,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
5011,5461,1287,1287,1287,1287,1287,1287,1287,1287,5538,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
5011,5011,5461,1287,1287,1287,1287,1287,1287,5538,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
5011,5011,5011,5327,5461,1287,1287,5538,5327,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
5011,5011,5011,5011,4986,1287,1287,4988,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
5011,5011,5011,5011,4986,1287,1287,4988,5011,5011,5011,5011,5011,5011,5011,5011,5011,195,195,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011
5011,5011,5011,5011,5011,5327,5327,5011,5011,5011,5011,5011,5011,5011,5011,5011,528,1287,1287,713,195,195,195,195,5011,5011,5011,5011,5011,5011,5011,5011
