5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141
5141,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5141
5141,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5141
5141,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,5141
5141,2036,75,75,75,75,75,75,75,75,5141,5141,5141,1678,5141,5141
5141,2036,5566,5653,5566,5202,5566,5202,5566,5566,5141,5141,5141,5408,5141,5141
5141,2036,5653,5566,5653,5566,5653,5202,5566,5566,5141,5141,5141,5029,5141,5141
5141,2036,5653,5653,5653,5566,5653,5563,5653,5566,5141,1,5141,5141,5141,5141
5141,2036,1,5202,1,5202,1,5202,1,5141,5141,4978,5141,5141,5141,5141
5141,2036,1,5202,1,5563,1,5563,1,5141,5141,5375,5141,5141,5141,5141
5141,2036,5653,5566,5653,5202,5653,5653,5566,5085,5085,1678,5085,5085,5085,5141
5141,2036,1,5202,1,5563,1,5563,1,5085,5085,1678,5085,5085,5085,5141
5141,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,5141
5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141,5141
