4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4927,4936,4926,5060,4922,4936,4931,4922,4927,4936,4926,5060,4922,4936,4931,4922,4927,4936,4926,4973,4927,4926,4939,4927,5062,4936,4926,5220,4927,4926,4922,4922
4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,4926,5217,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5060,5062,4910,5286,4938,4952,5355,4911,4960,4911,4912,4913,4973,4952,5355,4911,4960,4910,4910,5066,5066,4926,4928,5142,4924,5060,4933,4933,5064,4933,4933,4939,4973
4926,4926,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5217,5213,5412,5412,5412,5412,4926,4926,4936,4926,4926,4929,4929,4929,4926,5529,4927,4918,5671,3124,2968,6019,3244,3310,3124,5805,2722,5739,5805,6019,3244,3310,5060,4927,4959,4910,4910,4910,5066,4919,4926,4924,4931,4930,4936,4927,5174,5125
4926,4926,5783,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,5062,4926,5305,5091,5305,5305,1630,1630,2502,1630,1630,4926,4929,4929,4926,5529,5213,5318,3243,2085,5244,5172,5601,4183,2807,3317,1572,2512,5559,5172,1502,5396,5214,5213,5103,112,111,5217,5354,3151,4492,4202,3153,5220,5213,5213,5174,5124
4926,4926,5783,5528,4926,4926,5089,5089,5089,4926,5089,5089,5089,4926,4926,4926,5062,4926,4926,5305,1630,1630,4162,3453,3453,3453,3453,5412,4926,4926,4926,5529,4918,5318,3081,5220,4919,4919,5391,5261,2161,1777,5399,5522,5522,4933,4918,4918,4918,4917,4917,1653,1288,2101,5919,5830,4157,4561,5830,5559,4955,4919,5174,5207
4926,4936,5783,5528,1374,1374,1374,1374,1374,4926,4926,5412,4929,4926,4926,5217,4926,1630,1630,1630,4162,3453,3453,3453,3453,3453,5412,5305,4936,1630,5783,5529,4934,4950,6019,5059,5135,2087,1617,1619,5554,4972,4934,4973,5213,4936,4921,4936,4930,4961,1632,1740,3604,4244,4856,3453,3450,4840,5169,4973,4918,2201,6019,2865
4926,4936,5783,5528,1701,1701,1701,1701,1701,5529,5412,5305,4926,5412,4926,5062,5412,4160,3453,3453,3453,5412,5412,3453,3453,3453,5090,4929,4926,5529,5783,5529,5213,5318,2969,1556,2330,2649,2037,1941,108,1408,5101,5245,4910,5174,4973,5213,669,4712,5755,4893,4840,4896,1041,4157,3453,4840,5218,5103,4915,2071,2963,1233
4926,4936,5783,5528,5830,5919,5919,1498,5780,5524,5305,4929,4929,5305,4926,5062,5091,4160,5412,5412,5412,5090,5090,4160,3453,3453,5090,4929,4926,5529,5783,5529,4927,4960,3218,2288,5682,2819,2718,1897,2249,1407,5101,4940,4927,5174,4972,4918,1781,4839,5518,5437,5613,5024,2275,3862,3453,4840,5208,5060,4955,3014,6020,109
4926,4936,5783,5528,5089,5310,5310,5089,5310,5089,4929,4929,4926,4929,4926,5062,5091,4160,5090,5305,5305,5091,5091,5412,5412,5412,5091,4929,4926,5529,5783,5529,4927,5318,5683,5023,5092,5265,5067,4900,5124,5208,4934,4921,4915,4936,4973,4934,1815,4248,5559,5023,5208,5124,4902,4903,5023,5208,5101,5066,4955,2451,6020,2838
4926,4936,5783,5528,5089,5089,5089,5089,5412,5089,5089,4926,5089,4929,4926,5062,5305,4160,5305,4926,4929,5305,5305,5305,5305,5305,5305,4929,4926,5529,5783,5529,5062,5318,2715,5023,4900,4900,4900,4900,5412,5023,5101,4910,5124,4910,5066,4924,2150,3235,5578,5101,4910,5101,5175,5101,5101,4910,5101,5062,4910,2309,6020,2866
4926,4936,5783,5528,5089,5089,5089,5089,5305,5089,5089,5089,5089,4929,4936,1630,1630,5832,1630,1630,5062,4926,4926,4926,4926,4936,4926,4936,1630,5524,5783,5529,4927,5354,6019,5174,5325,5067,5067,4900,5067,5101,4900,5067,5101,4934,4960,4961,2807,3256,1444,5026,4927,4926,4931,4936,4935,4927,4927,4932,1882,2150,6020,1032
4926,4936,5783,5528,5150,4926,5089,5089,5089,5089,5089,5089,5089,5089,4936,4926,4936,5832,4921,4936,1630,1630,1630,1630,1630,2504,1630,1630,5524,4936,5783,5529,5213,5035,4598,5066,5217,5217,5343,2006,111,5125,5207,256,2359,1176,5220,5214,122,3596,3557,5211,4916,1295,5223,2087,1295,5223,1295,5323,5323,5215,3124,2949
4926,4936,5783,5528,4926,4926,1374,1283,1374,5089,2764,2764,2764,2764,2764,4926,4926,4160,4921,4926,4926,4926,5150,4926,4926,4926,4926,4926,4926,5412,5783,5529,4918,5318,2810,5522,4973,5063,2082,1493,395,2308,2307,2793,2354,2834,5315,5433,1815,3602,3557,4922,4918,4938,1850,5104,5595,5104,5104,4917,4915,4973,3124,3008
4926,4936,5783,5528,4926,4926,1619,4389,1604,5529,3058,3058,3058,3058,3058,5529,4936,4160,4921,4921,4921,4921,4926,4926,4926,4926,4926,5412,5412,5090,5783,5529,4934,5354,6019,4973,4936,4919,5106,2901,2283,2451,3262,2660,2660,2729,2659,1677,2290,3596,3557,4926,4936,4929,4931,4932,4919,4934,4927,5220,5413,5354,3124,2865
4936,4936,5783,5528,4929,4936,5780,5830,5780,5529,5919,1498,5919,5919,5780,5524,4926,4160,4926,4926,4926,4929,1374,1283,1374,4929,5412,5091,5091,5091,5783,5529,5213,5318,2969,5066,5213,5211,5486,3237,2872,1821,5220,3005,2716,5475,2938,446,2866,4729,2940,5220,5213,5213,4960,1600,5026,4973,4973,5399,5101,5550,3124,1233
