1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,70,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,70,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,122,122,72,124,2,2,70
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,124,2,2,70
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,122,122,122,98
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,122,122,122,98
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,108
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,2,2,70,1,1,1,1,1,2,2,2,2,2,70,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,2,2,70,1,1,1,1,1,2,2,2,2,2,70,1,125,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,122,122,122,124,1,1,85,1,1,122,122,122,122,38,124,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,122,122,122,124,2,70,66,2,70,122,122,122,122,122,124,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,122,122,122,124,2,70,74,2,70,122,122,122,122,122,124,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,122,122,122,122,122,122,123,122,123,122,122,122,122,122,124,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,122,122,122,122,122,122,122,122,122,122,122,122,122,122,124,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,122,122,122,122,122,122,122,122,122,122,122,122,122,122,124,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,122,49,122,122,122,10,122,122,122,122,122,122,122,122,124,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,125,122,122,122,122,122,122,122,122,122,122,122,122,124,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,122,122,122,122,122,122,122,122,122,122,122,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
