92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,94,94,94,94,94,94,94,94,94,94,42,94,92
92,94,94,94,94,92,94,94,94,92,94,94,9,92
92,4,11,11,30,92,59,62,97,92,126,62,10,92
92,95,99,99,97,92,30,30,30,92,30,30,30,92
92,59,97,97,97,92,65,65,65,94,65,65,65,92
92,5,5,97,97,92,59,97,97,97,97,97,62,92
92,92,92,92,92,92,59,97,97,92,92,92,92,92
94,94,94,94,94,92,59,97,97,92,94,94,94,94
94,94,94,94,94,92,92,92,92,92,94,94,94,94
73,73,73,73,73,94,94,94,94,94,73,73,73,73
73,73,73,73,73,94,94,127,94,94,73,73,73,73
