1,4201,4201,4201,4201,4201,4201,4201,1
4201,4201,2368,2368,2929,2368,2368,4201,4201
4201,2368,2368,2368,2368,2368,2368,2368,4201
4201,2368,54,54,54,54,54,2368,4201
4201,54,54,4675,54,4675,54,54,4201
4201,54,4675,54,3940,54,4675,54,4201
4201,4201,54,54,54,54,54,4201,4201
2368,4201,4201,54,54,54,4201,4201,2368
2368,2368,4201,4201,4201,4201,4201,2368,2368
1,2368,2368,2368,2368,2368,2368,2368,1
1,1,2368,2368,2589,2368,2368,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
4201,4201,4201,4201,4201,4201,4201,1,1
4201,2368,4826,4826,4826,2368,4201,1,1
4201,1696,2368,2368,2368,2368,4201,1,1
4201,360,153,2518,54,153,4201,1,1
4201,1313,1313,1464,1313,1313,4201,1,1
4201,375,375,375,375,375,4201,1,1
4201,54,54,54,54,54,4201,1,1
4201,4201,4201,4201,4201,4201,4201,1,1
2368,2368,2368,2368,2368,2368,2368,1,1
2368,2368,2368,2589,2368,2368,2368,1,1
