5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,1
5222,5222,5222,5222,5579,5579,5222,5222,5222,5222,5222,5222,5222,5579,5579,5579,5222,5222,5222
5222,5222,5222,5579,5404,5404,5222,5222,5222,5222,5222,5222,5222,5404,5404,5404,5222,5222,5222
5222,5222,5222,5404,5662,5662,5222,5222,5222,5222,5222,5222,5222,5662,3670,30,5222,5222,5222
5222,5222,5222,5662,5157,5157,5222,5222,5222,5222,5222,5222,5222,5157,30,30,5222,5222,5222
5222,5222,5579,5157,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,30,5222,5222,5222
5222,5222,5404,5157,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,30,5222,5222,5222
5222,5222,5662,5157,5222,5222,5222,5222,5579,5579,5579,5579,5579,5222,5222,30,5222,5222,5222
5222,5222,5157,5157,5222,5222,5222,5222,5404,5454,5404,5404,5404,5222,5222,30,5222,5222,5222
5222,5222,5157,5157,5222,5222,5222,5222,5662,30,5662,30,30,5579,5579,30,5222,5222,5222
5222,5222,5157,5157,5222,5222,5222,5222,30,30,30,30,30,5404,5404,30,5222,5222,5222
5222,5222,5222,5157,5222,5222,5222,5222,5222,5222,5222,5222,30,30,30,30,5222,5222,5222
5222,5222,5222,5157,5222,5222,5222,5222,5222,5222,5222,5222,30,5662,5662,5662,5222,5222,5222
5222,5222,5222,5157,5579,5579,5579,5579,5579,5579,5579,5579,30,5157,5157,5157,5222,5222,5579
5222,5222,5222,5157,5404,5404,5404,5404,5404,5404,5404,5404,30,5157,5157,5222,5222,5222,5404
5222,5222,5222,5157,5662,5662,5662,5662,30,30,30,30,30,5222,5222,5222,5579,5579,1
5222,5222,5222,5222,5222,5222,5222,5222,5222,5411,5222,5222,5222,5222,5222,5222,5404,5404,1
5579,5579,5579,5579,5579,5579,5579,5222,5222,5032,5222,5222,5579,5579,5579,5579,1,1,1
5404,5404,5404,5404,5404,5404,5404,5222,5222,5222,5222,5222,5404,5404,5404,5404,1,1,1
1,1,1,1,1,1,1,5579,5579,5579,5579,5579,1,1,1,1,1,1,1
1,1,1,1,1,1,1,5404,5404,5404,5404,5404,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
