70,94,94,94,94,94,70,94,94,70,94,6,6,73
94,94,94,94,9,9,37,94,94,70,94,70,94,73
94,9,9,9,73,73,96,9,9,37,94,70,94,6
9,73,73,73,73,6,73,73,73,96,9,37,70,94
73,96,52,52,52,94,52,52,52,73,73,96,70,94
73,97,70,70,94,94,70,70,94,95,73,96,37,70
73,97,65,20,65,51,57,20,65,95,73,73,96,70
73,97,52,94,36,77,97,94,52,95,73,73,96,70
73,97,70,70,70,94,52,70,94,95,73,73,96,70
73,97,57,94,70,70,94,19,65,95,73,73,96,70
73,95,97,65,57,19,65,65,95,95,73,73,6,70
96,95,95,95,97,65,95,97,95,95,73,96,70,19
96,9,37,95,95,97,95,95,9,37,73,96,70,94
6,73,96,9,9,97,9,37,73,73,6,6,70,94
94,6,6,73,73,95,73,73,6,6,70,94,19,37
94,70,94,6,6,95,6,6,70,94,94,94,94,73
94,94,94,70,77,97,77,94,94,94,94,9,37,73
9,9,94,70,77,97,77,94,94,9,37,73,73,73
73,96,9,37,77,97,77,9,37,73,73,73,73,73
73,73,73,24,77,97,77,24,73,73,73,73,73,73
73,73,96,77,90,97,90,77,73,73,73,73,73,73
73,73,96,77,94,97,48,77,73,73,73,73,73,73
73,73,96,77,57,97,57,77,73,73,73,73,73,73
73,73,96,77,36,36,36,77,73,73,73,73,73,73
73,73,96,90,90,90,90,90,73,73,73,73,73,73
73,73,96,48,51,57,48,51,73,73,73,73,73,73
73,73,96,65,65,96,65,65,73,73,73,73,73,73
