5881,5881,5881,5881,5881,5881,5881,5881,5881,5911,5911,5911,5911,5911,5911,5911,5911,1,1
5881,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,5926,2744,2744,2744,2744,5911,5911,5911
5881,2744,2744,2744,2744,5881,2744,2744,2744,5911,2744,2744,5911,2744,2744,2744,2744,2744,2744
5881,5150,4441,4441,561,5881,54,2626,54,5911,153,2626,5911,561,54,2626,2744,619,2744
5881,54,4263,4263,54,5881,1313,1464,1313,5911,1313,1464,5911,54,54,54,54,54,54
5881,959,54,54,54,5881,375,375,375,2744,375,375,2744,54,54,54,54,54,54
5881,855,959,54,54,5881,54,54,54,54,54,54,54,54,54,2626,5911,5911,5911
5881,5881,5881,5881,5881,5881,54,54,54,5911,5911,5911,5911,5911,5911,5911,5911,2744,2744
2744,2744,2744,2744,2744,5881,54,54,54,5911,2744,2744,2744,2744,2744,2744,2744,2744,2744
2744,2744,2744,2744,2744,5881,5911,5911,5911,5911,2744,2744,2744,2744,2744,2744,2744,1,1
1,1,1,1,1,2744,2744,2744,2744,2744,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2744,2744,619,2744,2744,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5881,5881,5881,5881,5881,5881,5911,5911,5911,5911,5911,5911,5911,5911,5911,5911,5911,5911,5911
5881,5881,5881,2744,2744,5881,5911,2744,2744,5911,5911,2744,2744,2744,2744,2744,2744,5911,5911
5881,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2030,1417,2744,2744,2744,2744
5881,2744,2744,54,54,2744,2744,54,959,2744,2744,54,54,1806,1808,54,959,1313,2744
5881,54,54,959,855,959,54,959,855,959,54,54,54,54,54,54,959,2192,54
5881,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,959,1313,54
5881,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,959,2192,54
5881,54,54,54,54,54,54,54,1550,54,54,54,1550,54,54,54,959,1313,54
5881,54,54,54,54,54,54,959,584,959,54,959,584,959,54,54,54,5911,5911
5881,54,54,54,54,5881,5911,54,959,5911,5911,54,959,5911,5911,54,54,5911,2744
5881,54,54,54,5881,5881,5911,5911,5911,5911,5911,5911,5911,5911,5911,5911,5911,5911,2744
5881,5881,5881,5881,5881,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,1
2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,1
2744,2744,2589,2744,2744,1,1,1,1,1,1,1,1,1,1,1,1,1,1
