1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4665,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4003,1
1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1388,1600
1600,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1928,1600
1600,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,3417,1600
1600,4383,4383,4383,4383,4383,4383,4383,4383,4246,4383,4383,4383,4383,4383,4383,4246,4383,4383,3417,1600
1600,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,1600
1600,3417,3417,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,3417,3417,1600
1600,3417,3417,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,3417,3422,1600
1600,3417,3417,65,65,65,65,65,65,65,1600,1600,1600,1600,1600,1600,1600,1600,3417,3417,1600
1600,3417,3417,65,65,65,65,65,65,65,1600,1600,1600,1600,65,1600,1600,1600,3417,3417,1600
1600,3417,3417,4383,4383,4383,4383,4383,4383,4383,65,65,65,65,65,65,1600,1600,3417,3417,1600
1600,3417,3417,1600,1600,1600,1600,1600,1600,3417,65,65,65,65,4383,65,1600,1600,3417,3417,1600
1600,3417,3417,1600,1600,1600,1600,1600,1600,3417,4383,4383,4383,4383,3417,4383,1600,1600,3417,3417,1600
1600,3417,3417,1600,1600,1600,1600,65,65,3417,1600,1600,1600,1600,3417,1600,1600,1600,3417,3422,1600
1600,3417,3417,1600,1600,1600,1600,65,65,3417,1600,1600,1600,1600,1600,1600,1600,1600,3417,3417,1600
1600,3417,3417,1600,1600,1600,1600,4383,4383,3417,1600,1600,1600,1600,1600,1600,1600,1600,3417,3417,1600
1600,3417,3417,1600,1600,1600,1600,3417,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,3417,3417,1600
1600,3417,3417,65,65,65,65,3417,65,65,65,65,65,65,65,65,65,65,3417,3417,1600
1600,3417,3417,65,65,65,65,3417,65,65,65,65,65,65,65,65,65,65,3417,3417,1600
1600,3417,3417,4383,4383,4383,4383,3417,4383,4383,4383,4383,4383,4383,4383,4383,4383,4383,3417,3417,1600
1600,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,1600
1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
