3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933
3933,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998
3933,4998,4997,4998,4998,4998,4998,4997,4998,4998,4998,4998,4997,4998
3933,4998,2676,4998,1780,1781,4998,2676,4998,1780,1781,4998,2676,4998
3933,4379,4379,4379,3416,3416,4379,4379,4379,3416,3416,4379,4379,4379
3933,3416,3416,1270,1270,1270,1270,1270,3416,3416,3416,3416,3416,3416
3933,3416,1270,1270,1270,1270,1270,1270,1270,3416,3416,3416,3416,3416
3933,1270,1270,1270,1270,1270,1270,1270,1270,3416,1270,1270,1270,3416
3933,1270,1270,1270,1270,1270,1270,1270,5475,2131,1270,2963,1270,3416
3933,4906,1270,1270,1270,1270,1270,1270,1270,4377,1270,1270,1270,3416
3933,4379,4906,1270,1270,1270,1270,4906,4906,3416,4906,4906,4906,3416
3933,3416,4379,4906,1270,4906,4906,4379,4379,3416,4379,4379,4379,3416
3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933
4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998
4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998,4998
4998,4998,4998,4998,3077,4998,4998,4998,4998,4998,4998,4998,4998,4998
