2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041
2041,2187,2187,2187,2136,2187,2187,2187,2187,2187,2187,2041,2041,2041,2187,2187,2187,2187,2187,2187,2136,2187,2187,2187
2041,2187,2187,2187,2273,2187,2187,2187,2187,2187,2187,2041,1,2041,2187,2187,2187,2187,2187,2187,2273,2187,2187,2187
2041,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,2187,1473,2187,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
2041,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,2187,2043,2187,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
2041,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2136,2187,2187,2187,2136,2187,1716,2187,2136,1883,1883,1883,2136,2187,1716,2187,2136,2187,2187,2187,2136,1883
2041,1883,2273,2187,336,2187,2273,2187,2187,2187,2273,1883,1883,1883,2273,2187,2187,2187,2273,2187,336,2187,2273,1883
2041,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883
2041,1883,2136,2187,2187,2187,2136,2187,1716,2187,2136,1883,1883,1883,2136,2187,1716,2187,2136,2187,2187,2187,2136,1883
2041,1883,2273,2187,336,2187,2273,2187,2187,2187,2273,1883,1883,1883,2273,2187,2187,2187,2273,2187,336,2187,2273,1883
2041,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,1883,1883,1883,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041
2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,2136,1883,1883,1883,2136,2187,2187,2187,2187,2187,2187,2187,2187,2187
2187,2187,2187,2187,2187,2187,2187,2187,2187,2187,2273,1883,1883,1883,2273,2187,2187,2187,2187,2187,2187,2187,2187,2187
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
