92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,94,94,94,94,94,94,94,94,94,94,42,94,92
92,94,94,94,94,92,94,94,94,92,94,94,9,92
92,4,11,11,94,92,59,94,97,92,126,94,10,92
92,59,99,99,97,92,30,30,30,92,30,30,30,92
92,59,59,59,97,92,65,65,65,94,65,65,65,92
92,124,124,59,97,92,59,59,59,59,59,59,97,92
92,92,92,92,92,92,59,59,97,92,92,92,92,92
94,94,94,94,94,92,59,59,97,92,94,94,94,94
94,94,94,94,94,92,92,92,92,92,94,94,94,94
73,73,73,73,73,94,94,94,94,94,73,73,73,73
73,73,73,73,73,94,94,127,94,94,73,73,73,73
