5913,5913,5913,5913,5913,5913,5913,5913,5913,5913,5913,5913,5913,5913,5913
5913,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,5913
5913,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,5913
5913,54,54,54,54,54,54,54,54,54,54,54,54,54,5913
5913,54,395,395,395,54,395,395,395,54,395,395,395,54,5913
5913,54,252,1306,252,54,252,1306,252,54,252,1306,252,54,5913
5913,54,54,54,54,54,54,54,54,54,54,54,54,54,5913
5913,54,395,395,395,54,395,395,395,54,395,395,395,54,5913
5913,54,252,1306,252,54,252,1306,252,54,252,1306,252,54,5913
5913,54,54,54,54,54,54,54,54,54,54,54,54,54,5913
5913,54,395,395,395,54,395,395,395,54,395,395,395,54,5913
5913,54,252,1306,252,54,252,1306,252,54,252,1306,252,54,5913
5913,54,54,54,54,54,54,54,54,54,54,54,54,54,5913
5913,5913,5913,5913,5913,5913,5913,5913,5913,5913,5913,5913,5913,5913,5913
2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744
2744,2744,2744,2744,2744,2744,2744,1585,2744,2744,2744,2744,2744,2744,2744
