5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5485
5485,1,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5485
5613,4976,5613,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,5485
5613,5591,5613,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5587,5485
1249,1249,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5041,5485
1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
1249,5485,5485,5485,5485,5485,5485,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,1249,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5485,5485,5485
1249,5485,5485,5485,5485,5485,5485,5613,5613,639,5613,5613,5613,5613,5613,5613,5613,1249,5613,5613,5613,5613,5613,5613,5613,639,5613,5613,5485,5485,5485
1249,5485,5485,5485,5485,5485,5485,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,5485,5485,5485
1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
1249,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
1249,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5613,5613,5613,1249,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5485,5485,5485
5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5613,5613,5613,1249,5613,5613,5613,5613,5613,5613,639,5613,5613,5613,5485,5485,5485
5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,5485,5485,5485
5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,1249,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
5485,5485,5485,5485,5485,5485,5613,5613,5613,5613,5613,5613,5613,5613,1249,5613,5613,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
