1,1,1,1,1,1,1,2281,1,1,1,1,1,1
1,1,1,1,1,1,1,1851,1,1,1,1,1,1
1,1,1,1,1,1,1435,1389,1435,1,1,1,1,1
1,1,1,1,1,1,1435,1927,1435,1,1,1,1,1
1,1,1,1,1,1,1435,5963,1435,1,1,1,1,1
1,1,1,1,1,1,1435,5963,1435,1,1,1,1,1
1,1,1,1,1,1,1435,5963,1435,1,1,1,1,1
1,1,1,1435,1435,1435,1435,5963,1435,1435,1435,1435,1,1
1,1,1435,1435,1574,1574,1574,5963,1574,1574,1574,1435,1435,1
1,1435,1435,1574,1574,1574,1574,5963,1574,1574,1574,1574,1435,1435
1,1435,1574,1574,1574,1574,1574,5963,1574,1574,1574,1574,1574,1435
1,1435,1574,1574,5963,5963,5963,5963,5963,5963,5963,1574,1574,1435
1,1435,1574,5963,5963,2146,2146,2107,2146,2146,5963,5963,1574,1435
1,1435,152,5963,2146,1317,1317,423,1317,1317,2146,5963,152,1435
1,1435,1435,5963,5963,1317,1317,2146,1317,1317,5963,5963,1435,1435
1,1574,1435,1435,5963,5963,5963,5963,5963,5963,5963,1435,1435,1574
1,1574,1574,1435,1435,1435,1435,5963,1435,1435,1435,1435,1574,1574
1,1574,1574,1574,1574,1574,1435,5963,1435,1574,1574,1574,1574,1574
1,1,1574,1574,1574,1574,1435,5963,1435,1574,1574,1574,1574,1
1,1,1,1574,1574,1574,1435,5963,1435,1574,1574,1574,1,1
1,1,1,1,1,1,1435,5963,1435,1,1,1,1,1
1,1,1,1,1,1,1435,5963,1435,1,1,1,1,1
1,1,1,1,1,1,1435,5963,1435,1,1,1,1,1
1,1,1,1,1,1,1435,1435,1435,1,1,1,1,1
1,1,1,1,1,1,1574,1285,1574,1,1,1,1,1
1,1,1,1,1,1,1285,1285,1285,1,1,1,1,1
1,1,1,1,1,1,1574,606,1574,1,1,1,1,1
