1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5222,5222,5222,5222,5222,5222,1
1,5222,5222,5222,5222,5222,5222,1,1,1,1,1,1,1,1,1,1,1,1,1,5222,5404,5404,5404,5404,5222,1
5222,5222,5404,5404,5404,5404,5222,1,1,1,1,1,1,1,1,1,1,1,1,5222,5222,3670,30,30,3670,5222,5222
5222,5404,30,3670,3670,30,5222,1,1,1,1,1,1,1,1,1,1,1,1,5222,5404,5662,5662,30,30,5404,5222
5222,5662,30,30,30,30,5222,1,1,1,1,1,1,1,1,1,1,1,1,5222,5662,5157,5157,5662,30,5662,5222
5222,5222,5222,5222,5222,5222,5222,1,1,1,1,1,1,1,1,1,1,1,1,5222,5222,5222,5222,5222,5222,5222,5222
5404,5404,5404,2569,5404,5404,5404,1,1,1,1,1,1,1,1,1,1,1,1,5404,5404,5404,5404,5404,2569,5404,5404
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5222,5222,5222,5222,5222,5222,5222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5222,5404,5404,5404,5404,5404,5222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5222,5662,3670,30,3670,5662,5222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5222,5157,5662,30,5662,5157,5222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5222,5157,30,30,30,5157,5222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5222,5222,5222,5222,5222,5222,5222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5404,5404,5404,2569,5404,5404,5404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
