128,112,112,112,112,112,112,112,128
112,112,94,94,49,94,94,112,112
112,94,94,94,94,94,94,94,112
112,94,97,97,97,97,97,94,112
112,97,97,33,94,33,97,97,112
112,97,33,97,98,97,33,97,112
112,112,97,97,97,97,97,112,112
94,112,112,97,97,97,112,112,94
94,94,112,112,112,112,112,94,94
96,94,94,94,94,94,94,94,96
96,96,94,94,127,94,94,96,96
96,96,96,96,96,96,96,96,96
96,96,96,96,96,96,96,96,96
96,96,96,96,96,96,96,96,96
96,96,96,96,96,96,96,96,96
96,96,96,96,96,96,96,96,96
96,96,96,96,96,96,96,96,96
96,96,96,96,96,96,96,96,96
128,128,128,128,128,128,128,96,96
112,112,112,112,112,112,112,96,96
112,94,26,26,26,94,112,96,96
112,9,94,94,94,94,112,96,96
112,122,125,97,97,125,112,96,96
112,30,30,30,30,30,112,96,96
112,65,65,65,65,65,112,96,96
112,97,97,97,97,97,112,96,96
112,112,112,112,112,112,112,96,96
94,94,94,94,94,94,94,96,96
