1,1,1,1,1,1,1,2691,2691,2691,2691,2691,2691,2691,1,1,1,1,1,1
1,1,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,2691,1
1,2691,2691,254,254,254,254,254,2691,2691,2691,2691,2691,254,254,254,254,254,2691,2691
1,2691,254,553,553,553,553,553,254,254,254,254,254,553,553,553,553,553,254,2691
1,2691,553,4713,4713,4713,4713,4713,553,553,2117,553,553,4713,4713,4713,4713,4713,553,2691
1,2691,4713,3442,996,996,996,3442,4713,996,1249,996,4713,3442,996,996,996,3442,4713,2691
1,2691,3442,3442,996,2518,996,996,996,996,996,996,996,996,996,2518,996,3442,3442,2691
1,2691,3442,3442,996,996,996,3442,3442,996,996,996,3442,3442,996,996,996,3442,3442,2691
1,2691,2691,3442,4713,4713,4713,3442,2691,2691,1249,2691,2691,3442,4713,4713,4713,3442,2691,2691
1,254,2691,2691,2691,2691,2691,2691,2691,254,1977,254,2691,2691,2691,2691,2691,2691,2691,254
1,254,254,254,254,254,254,254,254,254,1977,254,254,254,254,254,254,254,254,254
1,254,254,254,254,254,254,254,254,254,1977,254,254,254,254,254,254,254,254,254
1,254,254,254,254,254,254,254,254,254,1977,254,254,254,254,254,254,254,254,254
1,254,254,254,254,254,254,254,254,254,1977,254,254,254,254,254,254,254,254,254
1,254,254,254,254,254,254,254,254,254,1977,254,254,254,254,254,254,254,254,254
1,254,254,254,254,254,254,254,254,254,1977,254,254,254,254,254,254,254,254,254
1,1,254,254,254,254,254,254,254,1,1977,1,254,254,254,254,254,254,254,1
1,1,1,1,1,1,1,1,1,1,1977,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1977,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1977,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1977,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,996,1249,996,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,996,1249,1249,1249,996,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,996,2691,2691,2691,1249,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2691,2691,2691,2691,2691,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2691,2691,2691,2691,2691,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,254,2691,2691,2691,254,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,254,254,254,254,254,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,254,254,254,254,254,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,254,254,254,254,254,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,553,254,254,254,553,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,553,553,553,1,1,1,1,1,1,1,1
