1,3932,3932,3932,3932,3932,3417,3417,3417,3417,3417,3932,3932,3932,3932
1,3932,3932,3932,3932,3932,3417,3417,3417,3417,3417,3932,3932,3932,3932
1,3932,3932,3932,3932,3932,3417,3417,3417,3417,3417,3932,3932,3932,3932
1,3932,3932,3932,4637,4637,4177,4177,4177,4177,4177,4637,3932,3932,3932
1,3932,3932,3932,4637,4637,4177,4177,4177,4177,4177,4637,4637,3932,3932
1,3932,4637,4637,4637,4637,4177,4177,4177,4177,4177,4637,4637,3932,3932
1,3932,4637,4637,4637,4637,4177,4177,4177,4177,4177,4637,4637,3932,3932
1,3932,4637,4637,4637,4637,4177,4177,4177,4177,4177,4637,4637,4637,3932
1,3932,4637,4637,4637,4637,4177,4177,4177,4177,4177,4637,4637,4637,3932
1,3932,4637,4637,4637,4637,4177,4177,4177,4177,4177,4637,4637,4637,3932
1,3932,4637,4637,3270,4384,4177,4177,4177,4177,4177,4384,4637,4637,3932
1,3932,4637,4637,4384,3417,3417,3417,3417,3417,3417,3417,6013,4637,3932
1,3932,3270,3270,3417,3417,5160,6018,6018,6018,2841,3417,3270,4637,3932
1,3932,6013,4384,3417,3417,5160,2507,6018,2507,2841,3417,3270,4637,3932
1,3932,3932,3932,3417,3417,2904,2367,2367,2367,2842,3417,4384,3270,3932
1,4637,4637,3932,3417,3417,4384,4384,6013,4384,4384,3417,3417,3270,3932
1,4637,4637,3932,3417,3417,3417,3417,6013,3417,3417,3417,3932,3932,3932
1,4637,4637,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,4637,4637
1,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637
1,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637
1,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637
1,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637
1,1,1,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637
1,1,1,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637
1,1,1,4637,4637,4637,4637,4637,2583,4637,4637,4637,4637,1,1
