73,73,73,73,73,73,73,73,73,73,73,73,73,73,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
73,73,73,73,73,73,73,73,73,73,73,73,73,73,112,94,94,94,94,94,94,94,94,94,64,94,94,94,112
73,73,73,73,73,73,73,73,73,73,73,73,73,73,112,19,94,19,94,112,94,94,94,18,19,20,94,94,112
73,73,73,73,73,73,73,73,73,73,73,73,73,73,112,61,42,61,4,112,16,6,6,17,109,21,6,5,112
73,73,73,73,73,73,73,73,73,73,73,73,73,73,112,19,12,61,59,112,60,59,61,61,61,61,61,5,112
73,73,73,73,73,73,73,73,73,73,73,73,73,94,112,61,61,61,59,94,95,59,61,61,61,61,61,59,112
59,59,59,73,73,73,73,73,73,73,73,73,73,73,112,59,59,59,59,59,59,59,61,61,61,61,61,59,112
94,62,94,73,73,73,73,73,73,73,73,73,73,73,112,112,112,112,112,112,59,59,59,59,59,59,59,59,112
73,62,73,73,73,73,73,73,73,73,73,73,73,73,112,94,94,94,94,94,95,18,59,112,112,112,112,112,112
73,62,73,73,73,73,73,73,73,73,73,73,73,73,112,7,94,7,94,94,95,59,59,112,94,94,94,94,94
73,62,73,73,73,73,73,73,73,73,73,73,73,73,112,121,15,121,59,59,59,59,59,112,94,94,94,94,94
112,67,112,73,73,73,73,73,73,73,73,73,73,73,112,59,60,59,59,112,59,59,59,112,73,73,73,73,73
112,116,112,73,73,73,73,73,73,73,73,73,73,73,112,112,112,112,112,112,112,112,112,112,89,73,73,73,73
112,112,112,73,73,73,73,73,73,73,73,73,73,73,94,94,94,94,94,94,94,94,94,94,73,73,73,73,73
94,94,94,73,73,73,73,73,73,73,73,73,73,73,94,94,94,94,94,94,94,94,94,94,73,73,73,73,73
94,94,94,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
94,94,94,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
