5531,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,5150,4925,4925,4925,4925
5531,4925,4925,4925,4925,4925,4925,4925,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,1758,4925,4925,4925,4925,4925,4925,4925,4925
5531,1758,1758,4925,4925,1758,1758,1758,1706,1706,1706,1706,1706,1706,1706,1706,1706,1706,1706,1758,1758,1758,4925,4925,1758,1758,4925
5531,1706,1706,1758,1758,1706,1706,1706,1706,1617,1603,1617,1603,1706,1617,1603,1617,1603,1706,1706,1706,1706,1758,1758,1706,1706,5531
5531,1617,1603,1706,1706,1706,1706,1706,5827,5908,5908,5908,5908,5827,5908,5908,5908,5908,5827,1706,1706,1706,1706,1706,1617,1603,5531
5531,5908,5908,1617,1603,5908,5908,5908,5827,5908,5908,5908,5908,5827,5908,5908,5908,5908,5827,5908,5908,5908,1617,1603,5908,5908,5531
5531,5827,5827,5908,5908,5827,5827,5827,5827,5908,5908,5792,5827,148,5827,5792,5908,5908,5827,5827,5827,5827,5908,5908,5827,5827,5523
5531,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,5792,2652,2652,2652,5792,5531,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925
5024,5024,5024,5024,5024,5024,5024,5024,5024,4925,4925,5792,5792,2503,5792,5792,5531,4925,5024,5024,5024,5024,5024,5024,5024,5024,5024
5425,5425,5425,5425,5425,5425,5425,5425,5024,4925,4925,2797,5792,1177,5792,2797,5523,4925,5024,5425,5425,5425,5425,5425,5425,5425,5425
5092,5092,5092,5092,5092,5092,5092,5092,5024,4925,4925,4925,2797,2449,2797,5523,4925,4925,5024,5092,5092,5092,5092,5092,5092,5092,5092
5299,5299,5299,5092,5092,5092,5092,5092,5024,4925,4925,5150,4925,2652,4925,5150,4925,4925,5024,5092,5092,5092,5092,5092,5299,5299,5299
4925,4925,4925,5299,5299,5299,5092,5092,5024,5024,4925,4925,4925,2652,4925,4925,4925,5024,5024,5092,5092,5299,5299,5299,4925,4925,4925
1177,2652,4925,4925,4925,4925,5092,5092,5425,5024,5024,4925,4925,2652,4925,4925,5024,5024,5425,5092,5092,4925,4925,4925,4925,340,1758
1177,2652,1758,1758,2652,4925,5299,5092,5092,5425,5024,5024,4925,2652,4925,5024,5024,5425,5092,5092,5299,4925,2652,2652,5024,1706,1706
1177,5024,5908,5827,2652,4925,4925,5299,5092,5092,5425,5024,5024,2652,5024,5024,5425,5092,5092,5299,4925,4925,2652,2652,5024,5908,5922
1177,5024,5908,5827,1177,4925,4925,4925,5299,5299,5299,4925,4925,2652,4925,4925,5299,5299,5299,4925,4925,1758,1758,1758,1758,5024,2652
1758,1758,1758,5827,2449,1758,1758,1177,4925,4925,4925,4925,4925,2652,4925,4925,4925,4925,4925,1758,1758,1706,1706,1706,1706,1177,2652
5908,4339,5908,5024,2652,5908,5908,2449,2652,2652,2652,4925,4925,2652,4925,4925,340,1756,1758,1706,1706,5908,5922,5827,5922,2449,2652
5908,5475,5908,2449,2652,5024,5024,1758,1758,1758,2652,2652,4925,2652,4925,2652,1617,1979,1603,5799,5908,5024,5024,5024,5024,2652,2652
