1,1,3605,3605,3605,3605,3605,3605,3605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3605,3605,3605,4624,4624,4624,4624,4624,3605,3605,3605,1,1,1,1,1,1,1,1,1,1,1,1,1
3605,4624,4624,4888,4888,4888,4888,4888,4624,4624,3605,1,1,1,1,1,1,1,1,1,1,1,1,1
3605,4888,4888,5002,5002,5002,5002,5002,4888,4888,3605,1,1,1,1,1,1,1,1,1,1,1,1,1
3605,21,5002,5002,5002,5002,5002,5002,5002,21,3605,1,1,1,1,1,1,1,1,1,1,1,1,1
3605,3605,3605,3605,3605,3605,3605,5002,3605,3605,3605,1,1,1,1,1,1,1,1,1,1,1,1,1
4624,4624,4624,4624,4624,4624,3605,5002,4624,4624,3605,1,1,1,1,1,1,1,1,1,1,1,1,1
4888,4888,4888,4888,4888,4888,3605,5002,4888,4888,3605,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,3605,5002,5002,5002,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,1,1,1
1,1,1,1,1,1,3605,5002,5002,5002,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,3605,1,1,1
1,1,1,1,1,1,3605,5002,5002,5002,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,3605,1,1,1
1,1,1,1,1,1,3605,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,3605,1,1,1
1,1,1,1,1,1,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,5002,3605,3605,3605,3605
1,1,1,1,1,1,4624,4624,4624,4624,4624,4624,4624,3605,4624,4624,4624,4624,4624,5002,4624,4624,4624,3605
1,1,1,1,1,1,4888,4888,4888,4888,4888,4888,4888,3605,4888,4888,4888,4888,4888,5002,4888,4888,4888,3605
1,1,1,1,1,1,1,1,1,1,1,1,1,3605,4382,4382,4382,4382,4382,5002,4382,4382,4382,3605
1,1,1,1,1,1,1,1,1,1,1,1,1,3605,3415,3415,3415,3415,3415,5002,3415,3415,3415,3605
1,1,1,1,1,1,1,1,1,1,3605,3605,3605,3605,3415,5002,5002,5002,5002,5002,3415,3415,3415,3605
1,1,1,1,1,1,1,1,1,1,3605,4624,4624,4624,3415,5002,4382,4382,4382,4382,3415,3415,3415,3605
1,1,1,1,1,1,1,1,1,1,3605,4888,4888,4888,3415,5002,5002,5002,5002,5002,3415,3415,3415,3605
1,1,1,1,1,1,1,1,1,1,3605,4382,4382,4382,3415,4382,4382,4382,4382,5002,3415,3415,3415,3605
1,1,1,1,1,1,1,1,1,1,3605,3415,3415,3415,3415,3415,3415,3415,3415,5002,3415,3415,3415,3605
1,1,1,1,1,1,1,1,1,1,3605,5002,5002,5002,5002,5002,5002,5002,5002,5002,3415,3415,3415,3605
1,1,1,1,1,1,1,1,1,1,3605,5002,4382,4382,4382,4382,4382,4382,4382,4382,3415,3415,3415,3605
1,1,1,1,1,1,1,1,1,1,3605,4166,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605
1,1,1,1,1,1,1,1,1,1,3605,4045,3605,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624
1,1,1,1,1,1,1,1,1,1,3605,3605,3605,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888
1,1,1,1,1,1,1,1,1,1,4624,4624,4624,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,4888,4888,4888,1,1,1,1,1,1,1,1,1,1,1
