1,3605,3605,3605,3605,3605,3605,3605,1,1,1,1,1,1,1,1,1,1,1
1,3605,4624,4624,4624,4624,4624,3605,1,1,1,1,1,1,1,1,1,1,1
1,3605,4888,4888,4888,4888,4888,3605,1,1,1,1,1,1,1,1,1,1,1
1,3605,5002,3602,3431,4144,5002,3605,1,1,1,1,1,1,1,1,1,1,1
1,3605,4269,3616,3861,4522,4269,3605,1,1,1,1,1,1,1,1,1,1,1
1,3605,4824,4269,5002,4269,4824,3605,1,1,1,1,1,1,1,1,1,1,1
1,3605,5002,4824,5002,4824,5002,3605,1,1,1,1,1,1,1,1,1,1,1
1,3605,5002,5002,5002,5002,5002,3605,1,1,1,1,1,1,1,1,1,1,1
1,3605,3605,3605,5002,3605,3605,3605,1,1,1,1,1,1,1,1,1,1,1
1,4624,4624,3605,5002,3605,4624,4624,1,1,1,1,1,1,1,1,1,1,1
1,4888,4888,3605,5002,3605,4888,4888,1,1,1,1,1,1,1,1,1,1,1
1,1,1,3605,5002,3605,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,3605,5002,3605,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,3605,5002,3605,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,3605,5002,3605,3605,3605,3605,3605,1,1,1,1,1,1,1,1,1
1,1,1,3605,5002,4624,4624,4624,4624,3605,1,1,1,1,1,1,1,1,1
1,1,1,3605,5002,4888,4888,4888,4888,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605
1,1,1,3605,5002,5002,5002,5002,5002,4624,4624,4624,4624,4624,4624,4624,4624,4624,3605
1,1,1,3605,5002,5002,5002,5002,5002,4888,4888,4888,4888,4888,4888,4888,4888,4888,3605
1,1,1,3605,3605,3605,3605,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,3605
1,1,1,4624,4624,4624,3605,3605,3605,3605,3605,3605,3605,3605,3605,5002,4269,5002,3605
1,1,1,4888,4888,4888,4624,4624,4624,4624,4624,4624,4624,4624,3605,5002,4824,5002,3605
1,1,1,1,1,1,4888,4888,4888,4888,4888,4888,4888,4888,3605,5002,5002,5002,3605
3605,3605,3605,1,1,1,1,1,1,1,1,1,1,1,3605,5002,5002,5002,3605
3605,1,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,5002,5002,5002,3605
3605,3467,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,5002,4269,5002,3605
3605,4018,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,5002,4824,5002,3605
3605,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,5002,3605
3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605
4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624,4624
4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888,4888
