1,1,1,1,1,1,2720,2720,2720,2720,2720,2720,2720,2720,2720
1,1,1,1,1,1,2720,2435,2435,2435,2435,2435,2435,2435,2720
1,1,1,1,1,1,2720,4715,4715,4715,4715,4715,4715,4715,2720
1,1,1,1,1,1,2720,3444,2435,2435,2435,2435,2435,3444,2720
1,1,1,1,2720,2720,2720,3444,978,970,48,48,48,3444,2720
1,1,1,1,2720,2435,2435,3444,970,48,2518,48,48,3444,2720
1,1,1,1,2720,4715,4715,3444,1519,48,48,48,48,3444,2720
2720,2720,2720,2720,2720,3444,2435,2435,1519,48,48,48,797,3444,2720
2720,2435,2435,2435,2435,3444,1519,48,48,48,48,797,797,3444,2720
2720,4715,4715,4715,4715,3444,1519,3444,3444,3444,3444,3444,3444,3444,2720
2720,3444,2435,2435,2435,2435,1519,3444,2720,2720,2720,2720,2720,2720,2720
2720,3444,1519,48,48,48,48,3444,2720,2435,2435,2435,2435,2435,2435
2720,3444,1519,48,915,48,48,3444,2720,2435,2435,2435,2435,2435,2435
2720,3444,1519,48,48,48,48,3444,2720,2435,2435,2435,2435,2435,2435
2720,3444,3444,3444,3444,3444,3444,3444,2720,2435,2435,2435,2435,2435,2435
2720,2720,3444,3444,3444,3444,3444,2720,2720,2435,2435,2435,2435,2435,2435
2435,2435,3444,3444,3444,3444,3444,2435,2435,2435,2435,2435,2435,2435,2435
2435,2435,3867,3867,3867,3867,3867,2435,2435,2435,2435,2435,2435,2435,2435
2435,2435,3867,3867,3867,3867,3867,2435,2435,2435,2435,2435,2435,2435,2435
2435,2435,3867,3867,3867,3867,3867,2435,2435,2435,2435,2435,2435,2435,2435
2435,2435,3867,3867,3867,3867,3867,2435,2435,2435,2435,2435,2435,2435,2435
2435,2435,3867,3867,3867,3867,3867,2435,2435,2435,2435,2435,2435,2435,2435
2435,2435,3867,3867,3867,3867,3867,2435,2435,2435,2435,2435,2435,2435,2435
2435,2435,3867,3867,3867,3867,3867,2435,2435,2435,2435,2435,2435,2435,2435
