1,1,1,1,1,88,88,88,88,88,88,88,80,1,1,1,1,1,1,1,1,1,1,1
93,70,70,70,93,88,88,88,88,88,88,88,80,93,70,70,70,70,70,70,70,70,70,70
93,110,95,119,93,88,88,88,88,88,88,88,80,93,119,95,95,95,95,95,95,95,95,99
69,69,69,69,93,88,88,88,88,88,88,88,80,69,69,69,69,69,69,69,69,69,93,99
70,70,70,70,70,88,88,88,88,88,88,88,80,70,70,70,70,70,70,70,70,70,93,99
94,94,94,71,71,88,88,88,88,88,88,88,80,71,71,71,71,71,71,71,71,71,93,99
94,94,94,71,71,88,88,88,88,88,88,88,80,71,71,71,71,71,71,71,71,71,93,99
87,87,87,87,87,88,88,88,88,88,88,88,85,87,87,96,1,1,1,53,53,96,93,99
88,88,88,88,88,88,88,88,88,88,88,88,88,88,96,69,93,70,69,69,69,69,93,99
88,88,88,88,88,88,88,88,88,88,88,88,88,80,69,93,70,62,70,69,93,70,70,99
88,88,88,88,88,88,88,88,88,88,88,88,88,80,69,93,99,99,99,69,93,99,99,99
88,88,88,88,88,88,88,88,88,88,88,88,88,80,69,93,99,118,99,69,93,57,62,99
88,88,88,88,88,88,88,88,88,88,88,88,88,80,69,93,95,99,95,69,93,57,95,95
88,88,88,88,88,88,88,88,88,88,88,88,88,80,70,69,93,95,69,69,69,69,69,69
88,88,88,88,88,88,88,88,88,88,88,88,88,80,71,70,69,69,93,70,70,70,70,70
88,88,88,88,88,88,88,88,88,88,88,88,88,80,71,71,70,70,70,71,71,71,71,71
88,88,88,88,88,88,88,88,88,88,88,88,88,80,71,71,71,71,71,71,71,71,71,71
88,88,88,88,88,88,88,88,88,88,88,88,88,85,80,71,71,71,71,71,71,71,71,71
88,88,88,88,88,88,88,88,88,88,88,88,88,88,85,80,71,71,71,46,46,46,46,46
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,85,46,46,87,88,88,88,88,88
