5695,4163,3695,3695,3695,4026,3870,3695,3695,3602,4174,5831,5831,5831,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5831,5830,5833,4245,4245,4245,5833,5833,5832,5832,5833,5833,5831,5832,5831,5956,4177,4177,4177,4177,5832,5832,5832,5832,5833,5832,5832,5832,3615,5828,5828,5828,2555
5943,4278,4554,4554,4554,4554,5828,4554,4840,4278,5928,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5827,5827,5827,5827,5827,5827,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,5830,4892,3861,4027,3854,3854,5827,5830,5830,5827,5830,5830,5830,4174,5830,5685,5685,5827,2555
2906,5133,1312,1867,1867,1867,1867,1867,1949,936,936,936,936,936,936,2592,1,1,1,1,1,1,1,2387,5133,1312,1867,1867,1867,1867,1867,1949,2450,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,1867,459,2382,3750,3373,4313,2311,4107,1824,459,5658,4747,872,995,959,3541,2555
5927,1310,729,202,1651,201,1651,858,1867,1461,1310,1867,1867,1867,1867,1949,1,1,1,1,1,1,1,5131,1312,729,1412,1412,1412,1412,858,1867,1444,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,146,3943,4031,4421,3946,4373,1068,4483,3700,3591,2201,1470,2176,2177,2177,3964,2555
5927,1444,1547,1683,743,2314,741,1412,858,1312,1901,1412,1412,200,765,1949,1,1,1,1,1,1,1,5131,1444,1547,30,1237,1238,1259,1412,858,1444,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,694,694,694,1,124,1,107,2390,4310,3373,5970,5970,2390,5971,2390,5969,2555
5927,1949,30,30,1413,931,30,30,202,1951,931,30,30,1412,1759,1949,1,1,1,1,1,1,1,5131,1949,30,1412,1415,1415,399,30,202,1444,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,1,5969,5971,2383,2383,5971,5969,1851,1292,1321,1529,316,1876,1420,1425,1556,2555
5927,1444,5021,30,30,30,30,2170,1874,1444,5021,30,30,1412,1759,1949,1,1,1,1,1,1,1,5131,1444,5021,1683,1484,1484,402,1237,1874,1444,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,1,1846,2031,1867,1867,694,461,1,2602,676,124,2383,2383,5969,5970,1,2555
3253,1867,1444,483,483,483,483,2172,1740,1461,1444,483,483,483,1928,1949,1,1,1,1,1,1,1,5131,1867,1444,483,483,483,483,1874,1312,729,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,5969,5969,5970,1135,1,1,1,1,5,5,5969,1867,1867,460,62,2383,2555
3251,858,1867,1867,1867,1867,1867,1867,1867,1867,1867,1867,1867,1867,1867,773,1,1,1,1,1,1,1,386,858,1867,1867,1867,1867,1867,1867,729,1413,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,460,5,31,4747,1,5,5992,2383,1817,2588,1385,92,5972,603,845,1867,2555
3251,1846,200,200,1412,200,200,200,200,200,200,200,200,200,200,1538,1,1,1,1,1,1,1,386,1846,200,200,1412,200,200,200,1412,721,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,2641,644,3669,1385,90,18,663,845,1867,1294,1917,1425,441,178,709,3043,18,2555
