1,5485,5485,5485,5485,5485,5485,5485,5485,5485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,5485,5613,5613,5613,5613,5613,5613,5613,5485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,5485,5613,619,5613,619,5613,619,5613,5485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,5485,1249,1249,1249,1249,1249,1249,1249,5485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,5485,5485,5475,5475,1249,1249,2518,5485,5485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,5613,5485,1249,1249,1249,1249,1249,5485,5613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,5613,5485,5485,5485,1249,5485,5485,5485,5613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,5613,5613,5485,1249,5485,5613,5613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,5613,5613,5485,1249,5485,5613,5613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,5485,1249,5485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,5485,1249,5485,1,1,1,1,1,1,1,1,1,1,1,1,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485
1,1,1,1,5485,1249,5485,1,1,1,1,1,1,1,1,1,1,1,1,5485,5613,5613,5613,5613,5613,5613,5613,5613,5485
1,1,1,1,5485,1249,5485,5485,5485,1,1,1,1,1,1,1,1,1,1,5485,5613,5613,5613,5613,5613,5613,5613,5613,5485
1,1,1,1,5485,1249,5613,5613,5485,1,1,1,1,1,1,1,1,1,1,5485,1249,1249,1249,1249,1249,1249,1249,1249,5485
5485,5485,5485,5485,5485,1249,5613,5613,5485,1,1,1,1,1,1,1,1,1,1,5485,1249,5485,5485,5485,5485,5485,5485,1249,5485
5485,5613,5613,5613,5613,1249,1249,1249,5485,1,1,1,1,1,1,1,1,1,1,5485,1249,5613,5613,5613,5485,5485,5485,153,5485
5485,5613,5613,5613,5613,1249,5485,5587,5485,1,1,1,1,1,1,1,1,1,1,5485,1249,5613,5613,5613,5485,5485,5485,5485,5485
5485,1249,1249,1249,1249,1249,5485,5040,5485,1,1,1,1,1,1,1,1,1,1,5485,1249,1249,1249,1249,5485,5613,5613,5613,5613
5485,5485,5485,5485,5485,5485,5485,5485,5485,1,1,1,1,1,1,1,1,1,1,5485,5485,5485,5485,5485,5485,5613,5613,5613,5613
5613,5613,5613,5613,5613,5613,5613,5613,5613,1,1,1,1,1,1,1,1,1,1,5613,5613,5613,5613,5613,5613,1,1,1,1
5613,5613,2589,5613,5613,5613,5613,5613,5613,1,1,1,1,1,1,1,1,1,1,5613,5613,5613,5613,2589,5613,1,1,1,1
