4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201
4201,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2846,2368,4201
4201,2368,2368,2368,2368,4201,2368,2368,2368,4201,2368,2368,1696,4201
4201,855,4441,4441,5150,4201,54,2518,54,4201,436,2518,360,4201
4201,54,4263,4263,54,4201,1313,1464,1313,4201,1313,1464,1313,4201
4201,54,54,54,54,4201,375,375,375,2368,375,375,375,4201
4201,561,561,54,54,4201,54,54,54,54,54,54,54,4201
4201,4201,4201,4201,4201,4201,54,54,54,4201,4201,4201,4201,4201
2368,2368,2368,2368,2368,4201,54,54,54,4201,2368,2368,2368,2368
2368,2368,2368,2368,2368,4201,4201,4201,4201,4201,2368,2368,2368,2368
1,1,1,1,1,2368,2368,2368,2368,2368,1,1,1,1
1,1,1,1,1,2368,2368,2589,2368,2368,1,1,1,1
