4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946
4946,4946,4946,4944,4946,4944,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4944,4946,4944,4946,4946,4946
4946,4946,4946,2611,2958,2611,4950,2998,4970,4946,4946,4946,4946,4946,4950,2998,4970,4946,4946,4946,4946,4946,4950,2998,4970,2611,2958,2611,4946,4946,4946
4946,4946,4946,2496,2497,2496,5035,3004,5315,4946,4944,4946,4944,4946,5035,3004,5315,4946,4944,4946,4944,4946,5035,3004,5315,2496,2497,2496,4946,4946,4946
4946,4946,4946,2612,2958,2611,3006,2636,2689,2882,2611,2882,2611,2882,3006,2636,2689,2882,2611,2882,2611,2882,3006,2636,2689,2612,2958,2611,4946,4946,4946
4946,4946,4946,2529,2529,2529,2616,2636,2786,2354,2497,2497,2497,2401,2616,2636,2786,2529,2497,2497,2497,2401,2616,2636,2786,2529,2529,2529,5527,4946,4946
4946,2401,2529,2529,2496,2401,2617,2636,2787,2364,2497,2497,2497,2400,2617,2636,2787,2363,2497,2497,2497,2400,2617,2636,2787,2529,2496,2529,2401,2529,4946
4946,2400,2363,2529,2611,2401,2441,2963,2927,6011,2497,2497,2497,6011,2441,2636,2927,6011,2497,2497,2497,6011,2441,2636,2927,2529,2611,2529,2400,2363,4946
4946,4701,4709,2529,2496,2400,2441,2636,2927,6011,2532,2835,2532,6011,2441,2636,2927,6011,2532,2835,2532,6011,2441,2636,2927,2363,2496,2529,4701,4709,4946
4946,4080,3442,2353,2611,2391,2441,2636,1166,6011,2363,2363,2363,6011,2441,2636,2927,6011,2363,2363,2363,6011,2441,2636,1166,6011,2611,2529,4080,3442,4946
4946,4080,3442,2353,2496,2391,2443,2953,3046,6011,6011,2520,6011,6011,2441,2636,2927,6011,6011,2520,6011,6011,2443,2953,3046,6011,2496,2529,4080,3442,4946
4946,4080,3442,2353,2611,2391,6011,6011,6011,2394,6011,2394,6011,6011,2441,2636,2927,6011,6011,2394,6011,2394,6011,6011,6011,6011,2611,2529,4080,3442,4946
4946,4080,3442,2353,2496,2391,6011,6011,2394,2611,2958,2611,2394,6011,2441,2636,1166,6011,2394,2611,2958,2611,2394,6011,6011,6011,2496,2529,4080,3442,4946
4946,4080,3442,2363,2611,2391,6011,6011,2611,2958,2497,2497,2611,6011,2441,2636,1166,6011,2611,2958,2497,2497,2611,6011,6011,6011,2611,2363,4080,3442,4946
4946,4080,3442,4709,2496,2391,6011,6011,2496,2497,2497,2497,2496,6011,2443,2986,3046,6011,2496,2497,2497,2497,2496,6011,6011,6011,2496,4701,4077,3442,4946
4946,4080,3442,3442,2611,2391,6011,6011,2612,2958,2497,2496,2611,6011,2520,6011,2520,6011,2612,2958,2497,2496,2611,6011,6011,6011,2611,4080,3442,3442,4946
4946,4080,3442,3442,2497,2453,6011,6011,2354,2611,2958,2611,2401,2391,6011,6011,6011,6011,2354,2611,2958,2611,2401,2391,6011,2394,2497,4080,3442,3442,4946
4946,4080,3442,2611,2958,2611,6011,6011,2364,2835,2529,2835,2400,2393,6011,6011,6011,6011,2363,2835,2529,2835,2400,2393,6011,2611,2958,2611,3442,3442,4946
4946,4080,3442,2496,2497,2496,2391,6011,6011,2363,2986,2363,6011,6011,6011,6011,6011,6011,6011,2363,2986,2363,6011,6011,6011,2496,2497,2496,3442,3442,4946
4946,4080,3442,2611,2958,2611,2391,6011,6011,6011,6011,6011,6011,6011,6011,6011,6011,6011,6011,6011,6011,6011,6011,6011,6011,2611,2958,2611,3442,3442,4946
4946,4080,3442,2353,2529,2529,2453,6011,2394,6011,2394,6011,2394,6011,2394,6011,2394,6011,2394,6011,2394,6011,2394,6011,2394,2529,2529,2529,4080,3442,4946
4946,4080,3442,2532,2529,2532,2612,2958,2611,2958,2611,2958,2611,2958,2611,2812,2611,2958,2611,2958,2611,2958,2611,2958,2610,2532,2529,2532,4080,3442,4946
4946,4080,3442,2353,2529,2529,2401,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,4080,3442,4946
4946,4080,3442,2532,2529,2532,2401,2532,2529,2532,2529,2532,2529,2532,2532,2529,2532,2532,2529,2532,2529,2532,2529,2532,2529,2532,2529,2532,4080,3442,4946
4946,4080,3442,2353,2529,2529,2401,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,4080,3442,4946
4946,4080,3442,2532,2529,2532,2401,2529,2529,2529,2529,2529,2529,2835,2363,2363,2363,2835,2529,2529,2529,2529,2529,2529,2529,2532,2529,2532,4080,3442,4946
4946,4080,3442,2353,2529,2529,2401,2529,2529,2529,2529,2529,2529,2529,1089,1089,1089,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,4080,3442,4946
4946,4080,3442,2353,2529,2529,2400,2363,2363,2363,2363,2363,2363,2363,1,1,1,2363,2363,2363,2363,2363,2363,2363,2363,2529,2529,2529,4080,3442,4946
4946,4080,3442,2363,2363,2363,4701,4709,4709,4709,4709,4709,4709,4709,2518,2520,2520,4701,4709,4709,4709,4709,4709,4709,4709,2363,2363,2363,4080,3442,4946
4946,4080,3442,4709,4709,4709,4077,3442,3442,3442,3442,3442,3442,3442,2927,6011,2440,4080,3442,3442,3442,3442,3442,3442,3442,4709,4709,4709,4077,3442,4946
4946,4080,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,2927,6011,2440,4080,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,4946
4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946,4946
