88,88,91,92,69,69,69,69,69,69,69,93,117,88,88
88,88,91,92,70,70,124,70,124,70,70,120,117,88,88
88,88,91,92,94,71,71,71,71,71,71,120,117,88,88
88,88,91,120,59,7,56,28,58,7,99,120,117,88,88
88,88,104,120,59,15,56,39,58,15,99,120,76,88,88
88,91,92,93,59,99,39,57,39,59,99,92,93,117,88
88,91,92,70,99,7,56,57,58,7,99,70,120,117,88
88,91,92,94,95,15,56,57,58,15,99,10,120,117,88
104,104,120,59,99,99,39,57,39,59,99,99,120,76,104
92,69,93,59,99,7,56,57,58,7,99,99,92,69,93
92,70,70,99,99,15,120,57,1,15,99,99,70,70,120
92,94,71,95,99,99,92,67,93,59,99,99,10,71,120
92,41,39,95,99,99,120,75,93,95,99,99,39,41,93
92,1,1,69,69,69,69,69,69,69,69,69,1,1,93
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
10,71,71,71,71,71,71,71,71,71,71,71,71,71,71
