3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448
3448,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4382
3448,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415
3448,3415,3448,3448,3448,3448,3448,3415,3448,3448,3415,3415,3415,3448,3448,3415,3448,3448,3448,3448,3448,3415
3448,3415,3448,3448,3448,3448,3448,3415,3448,3448,3415,3415,3415,3448,3448,3415,3448,3448,3448,3448,3448,3415
3448,3415,3448,3448,3448,3448,3448,3415,3448,5269,4176,4176,4176,5269,3448,3415,3448,3448,3448,3448,3448,3415
3448,4176,5640,3448,3448,3448,5640,4176,3448,5269,4176,4176,4176,5269,3448,4176,5640,3448,3448,3448,5640,4176
3448,4176,5623,5269,5269,5269,5623,4176,5269,4382,3415,3415,3415,4382,5269,4176,5623,5269,5269,5269,5623,4176
3448,3415,4382,5269,4221,5269,4382,3415,5269,3415,3415,3415,3415,3415,5269,3415,4382,5269,4221,5269,4382,3415
3448,3415,3415,2373,2373,2373,3415,3415,4382,3415,3415,3415,3415,3415,4382,3415,3415,2373,2373,2373,3415,3415
3448,2373,2373,2373,4382,4382,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,4382,4382,2373,2373,2373
3448,2373,5442,2373,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,2373,5442,2373
3448,4382,4382,4382,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,4382,4382,4382
3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3415,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448
3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,5640,3415,5640,3448,3448,3448,3448,3448,3448,3448,3448,3448
3448,3448,3448,3448,3448,3448,3448,3448,3448,5640,5623,3415,5623,5640,3448,3448,3448,3448,3448,3448,3448,3448
3448,3448,3448,3448,3448,3448,3448,3448,3448,5623,4382,3415,4382,5623,3448,3448,3448,3448,3448,3448,3448,3448
3448,5640,5640,5269,5269,5269,5640,5640,5640,4382,3415,3415,3415,4382,5640,5640,5640,5269,5269,5269,5640,5640
3448,5623,5623,5269,2572,5269,5623,5623,5623,2373,2373,5441,2373,2373,5623,5623,5623,5269,4221,5269,5623,5623
3448,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373
3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448,3448
