3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,1,1,1,1,1,1,1,1,1,1,1,1,1
3077,2839,2839,2839,2839,2839,2839,2839,2839,2839,3077,1,1,1,1,1,1,1,1,1,1,1,1,1
3077,2438,2438,2438,2438,2438,2438,2438,2520,2438,3077,1,1,1,1,1,1,1,1,1,1,1,1,1
3077,1429,5964,3345,5964,5964,5964,3345,5964,1429,3077,1,1,1,1,1,1,1,1,3077,3077,3077,1,1
3077,5964,1309,2878,1309,5964,1309,2878,1309,5964,3077,1,1,1,1,1,1,1,1,2839,2839,3077,1,1
3077,5964,1309,5665,1309,5964,1309,5665,1309,5964,3077,2664,1,1,1,1,1,1,1,2438,2438,3077,1,1
3077,5964,1309,1309,1309,5964,1309,1309,1309,5964,3077,1,1,1,1,1,1,1,1,5964,1046,3077,1,1
3077,1429,5964,5964,5964,5964,5964,5964,5964,1429,3077,1,1,1,1,1,1,1,1,3077,3077,3077,1,1
3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,1,1,1,1,1,1,1,1,2839,2839,2839,1,1
2839,2839,2839,2839,2839,2839,2839,2839,2839,2839,2839,1,1,1,1,1,1,1,1,2438,2438,2438,1,1
2438,2438,2438,2438,2438,2584,2438,2438,2438,2438,2438,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3077,3077,3077,3077,3077
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3077,2839,3077,2839,3077
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3077,2345,3077,1046,3077
3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,1,1,1,1,1,1,1,1,3077,3077,3077,3077,3077
3077,2839,2839,1915,2839,2839,2839,1915,2839,2839,3077,1,1,1,1,1,1,1,1,2839,2839,2839,2839,2839
3077,2438,2438,2438,2438,2438,2438,2438,2438,2438,3077,1,1,1,1,1,1,1,1,2438,2438,2438,2438,2438
3077,1429,5964,5964,5964,5964,5964,5964,5964,1429,3077,1,1,1,1,1,1,1,1,1,1,1,1,1
3077,1429,5964,5964,662,5964,662,5964,5964,1429,3077,1,1,1,1,1,1,1,1,1,1,1,1,1
3077,1429,5964,5964,2250,5964,2250,5964,5964,1429,3077,1,1,1,1,1,1,1,1,1,1,1,1,1
3077,1429,5964,5964,662,5964,662,5964,5964,1429,3077,1,1,1,1,1,1,1,1,1,1,1,1,1
3077,1429,5964,5964,5964,5964,5964,5964,5964,1429,3077,1,1,1,1,1,1,1,1,1,1,1,1,1
3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,1,1,1,1,1,1,1,1,1,1,1,1,1
2839,2839,2839,2839,2839,2839,2839,2839,2839,2839,2839,1,1,1,1,1,1,1,1,1,1,1,1,1
2438,2438,2438,2438,2438,2584,2438,2438,2438,2438,2438,1,1,1,1,1,1,1,1,1,1,1,1,1
