5913,5913,5880,1,5913,5880,5913,1,1,1,1,1,1,1,1,1,1
5913,2744,2744,2710,2744,2744,5913,1,1,1,1,1,1,1,1,1,1
5913,2744,2744,3120,2744,2744,5913,1,1,1,1,1,1,1,1,5880,5880
5913,5150,54,54,54,5278,5913,2522,1,1,1,1,1,1,1,2744,2744
5913,54,54,54,54,54,5913,1,1,1,1,1,1,1,1,54,433
5913,5150,54,54,54,5278,5913,1,1,1,1,1,1,1,1,5880,5880
5913,5913,5880,5863,5913,5880,5913,1,1,1,1,1,1,1,1,2744,2744
2744,2744,2744,2744,2744,2744,2744,1,1,1,1,1,1,1,1,1,1
2744,2744,2744,1,2744,2744,2744,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1
5913,54,54,54,54,54,54,54,54,54,1306,54,5880,1,1,1,1
5913,5913,5880,5913,5913,5880,5913,5880,5880,5913,5880,5880,5880,1,1,1,1
2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,1,1,1,1
2744,2744,1,2744,1,2744,1,2744,1,2744,1,2744,2744,1,1,1,1
